"legal_entity_id","division_id","division_name","division_type","division_phone","division_email","residence_area","residence_gromada_name","residence_gromada_koatuu","residence_region","residence_settlement_type","residence_settlement","residence_settlement_koatuu","residence_addresses","location","lat","lng"
"ef4e1476-2f1b-4bb2-9337-7b2efc4cb1ca","2d442ac6-7ae9-4e2a-a6f2-cce9a133d19a","МІСЬКИЙ ІНФОРМАЦІЙНО-АНАЛІТИЧНИЙ ВІДДІЛ КОМУНАЛЬНЕ НЕКОМЕРЦІЙ ПІДПРИЄМСТВО МИКОЛАЇВСЬКОЇ МІСЬКОЇ РАДИ ""МІСЬКА ДИТЯЧА ЛІКАРНЯ №2""","Місце провадження діяльності","+380501831590, +380512370362","o.miroshnichenko@mkrada.gov.ua","МИКОЛАЇВСЬКА","МИКОЛАЇВСЬКА","4810100000",NULL,"місто","МИКОЛАЇВ","4810100000","МИКОЛАЇВСЬКА область, місто МИКОЛАЇВ, вулиця Велика Морська, 56","0101000000349E08E23CFC3F40A7CF0EB8AE7C4740","46.974082","31.985304"
"51d5b011-3b91-49d1-9c90-7eb4cf6840b5","2d4309d3-1c3f-4c44-ae57-e8d8cf5909b3","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР ""ВІДНОВА""","Місце провадження діяльності","+380971431103","tov.mc.vidnova@gmail.com","ВІННИЦЬКА","ВІННИЦЬКА","0510100000",NULL,"місто","ВІННИЦЯ","0510100000","ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Янгеля Академіка, 24","0101000000A54929E8F67E3C40D3C1FA3F879F4840","49.246315","28.495955"
"a28b2199-549e-4307-8149-8dab924a3e50","2d2b9d8c-0a1f-42fa-8e80-75cd4283a85b","Сімейна амбулаторія №4","Амбулаторія","+380512427245","cpmsd---4@ukr.net","МИКОЛАЇВСЬКА","МИКОЛАЇВСЬКА","4810100000","МИКОЛАЇВСЬКА","місто","МИКОЛАЇВ","4810100000","МИКОЛАЇВСЬКА область, МИКОЛАЇВСЬКА район, місто МИКОЛАЇВ, провулок Бредіхіна, 2","01010000004F5DF92CCF0140409C51F355F2834740","47.030833","32.014135"
"1e56a35e-974e-4c29-81a7-12916fbb964f","2d1f1cc1-4081-481e-8cd7-e94000015f87","Київ, вул. Льва Толстого, 3-Б","Філія (інший відокремлений підрозділ)","+380673526192","european.medical3@gmail.com","М.КИЇВ","КИЇВ","8000000000",NULL,"місто","КИЇВ","8000000000","М.КИЇВ, місто КИЇВ, вулиця Льва Толстого, 3-Б","0101000000E13E94D704813E4021BF8B2739394940","50.44705671619","30.503980134671"
"3fea7893-f95a-42ec-81d5-666b9bf78c04","2d1e1979-56bc-44dd-95eb-49a3a0ea7312","амбулаторія 5","Місце провадження діяльності","+380503570705, +380626420098","centr1k.am5@gmail.com","ДОНЕЦЬКА","КРАМАТОРСЬКА","1412900000",NULL,"місто","КРАМАТОРСЬК","1412900000","ДОНЕЦЬКА область, місто КРАМАТОРСЬК, вулиця Перша горна, 10","010100000026DF6C73632A3F40868F882991304840","48.738967","37.58435"
"8401289d-9fc8-4ab9-b284-dfa9018fbe94","2d184ed3-bf45-4d65-874d-7acac779bbc6","Амбулаторія загальної практики -сімейної медицини №2 ЦПМСД","Амбулаторія","+380961634372","polik10@ukr.net","ХАРКІВСЬКА","ХАРКІВСЬКА","6310100000",NULL,"місто","ХАРКІВ","6310100000","ХАРКІВСЬКА область, місто ХАРКІВ, вулиця Метробудівників, 24","01010000002F1FFFBBF42D424087BB1F5CA6044940","50.0363269","36.3590312"
"978537d1-06c5-4ec2-966d-c99ad7f75eba","2d15346e-04c0-4fc3-a0ab-3a886ceb663c","Поліклінічне відділення","Амбулаторія","+380636055366, +380322352266","reyestr.spital@gmail.com","ЛЬВІВСЬКА","ЛЬВІВСЬКА","4610100000",NULL,"місто","ЛЬВІВ","4610100000","ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Озаркевича, 4","0101000000573ECBF3E0023840E48409A359EB4840","49.838673","24.011245"
"72509ff9-d7b8-4aaa-8d67-2e122c63d216","2d1440a2-acbc-418d-a6dd-678d07de0e9e","4. Відділення ендокринології","Місце провадження діяльності","+380502531081, +380372536361","endocentr50@gmail.com","ЧЕРНІВЕЦЬКА","ЧЕРНІВЕЦЬКА","7310100000",NULL,"місто","ЧЕРНІВЦІ","7310100000","ЧЕРНІВЕЦЬКА область, місто ЧЕРНІВЦІ, вулиця Федьковича, 54","0101000000871CB68883EF3940A992B71270254840","48.2924827","25.9356008"
"a6d63822-551b-4271-9b39-b1c15f84c0b1","2d1344e7-0033-4c41-a22d-963bd0ddc6cb","АУП; від.1,2,3; хірургія;амбулаторія;ЦСВ;рентгенвід;ОМК;КФД;КДЛ;УЗД;апт.склад;приймальне відділення;АХЧ","Місце провадження діяльності","+380573571222","optd145@gmail.com","ХАРКІВСЬКА","ХАРКІВСЬКА","6310100000",NULL,"місто","ХАРКІВ","6310100000","ХАРКІВСЬКА область, місто Харків, вулиця Ньютона, 145","01010000000000002956A6B5410000001767C4BD41","49.9410710","36.3222569"
"59a5b3f0-e724-4099-9f6b-b8ecc3a79dfa","2d0cb808-8174-4601-9a34-061337bee0fb","Головний корпус","Місце провадження діяльності","+380384040429","shecrl@meta.ua","ХМЕЛЬНИЦЬКА","ШЕПЕТІВСЬКА","6810700000",NULL,"місто","ШЕПЕТІВКА","6810700000","ХМЕЛЬНИЦЬКА область, місто ШЕПЕТІВКА, вулиця Захисників України, 85","0101000000640E38013C0C3B408BAB25789E174940","50.1845236","27.0477906"
"72509ff9-d7b8-4aaa-8d67-2e122c63d216","2d0c3c82-14a3-42dc-95e6-61e196d68e35","1. КЛІНІЧНІ ВІДДІЛЕННЯ і СЛУЖБИ","Місце провадження діяльності","+380372514753","okl@med.cv.ua","ЧЕРНІВЕЦЬКА","ЧЕРНІВЕЦЬКА","7310100000",NULL,"місто","ЧЕРНІВЦІ","7310100000","ЧЕРНІВЕЦЬКА область, місто ЧЕРНІВЦІ, вулиця Головна, 137","010100000085E574FE92EF3940D92DB8D562254840","48.2920787","25.9358367"
"5b535f3d-c4df-4a95-86f2-efffc87efae9","2d0c3044-70b3-47a1-abe9-747d0f8e510a","Медичний центр  ТОВ ""ЛДЦ Здорова Родина""","Філія (інший відокремлений підрозділ)","+380970993130","zdorovarodynabrody@ukr.net","ЛЬВІВСЬКА","БРОДІВСЬКА","4620310100",NULL,"місто","БРОДИ","4620310100","ЛЬВІВСЬКА область, місто БРОДИ, вулиця Січових Стрільців, 10 А","01010000003D49BA66F2153940D28C45D3D9054940","50.04571","25.08573"
"c3c8c697-2334-405e-985d-2cf4e9259683","2d09dde6-6f7c-411a-9031-bf490ff455ad","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НОВГОРОД-СІВЕРСЬКА ЦЕНТРАЛЬНА МІСЬКА  ЛІКАРНЯ ІМЕНІ І. В. БУЯЛЬСЬКОГО"" НОВГОРОД-СІВЕРСЬКОЇ МІСЬКОЇ РАДИ ЧЕРНІГІВСЬКОЇ ОБЛАСТІ","Місце провадження діяльності","+380465831285","nsivcrl@ukr.net","ЧЕРНІГІВСЬКА","НОВГОРОД-СІВЕРСЬКА","7410500000",NULL,"місто","НОВГОРОД-СІВЕРСЬКИЙ","7410500000","ЧЕРНІГІВСЬКА область, місто НОВГОРОД-СІВЕРСЬКИЙ, вулиця Шевченка, 17","0101000000D322EC25D7A140400AD9791B9BFF4940","51.996921","33.2643783"
"aa8d3c5d-0e4c-42ed-9e36-86ef7894b270","2ce038e2-5767-4211-99da-5bd2501bb2d4","Амбулаторія групової практики сімейної медицини м.Ржищів","Філія (інший відокремлений підрозділ)","+380933456459","rzhyshchiv.pmsd@gmail.com","КИЇВСЬКА","РЖИЩІВСЬКА","3211300000",NULL,"місто","РЖИЩІВ","3211300000","КИЇВСЬКА область, місто РЖИЩІВ, вулиця Соборна, 40","0101000000D847A7AE7C0A3F40C2C3B46FEEFB4840","49.968214","31.040965"
"76f3a33d-59df-4561-9fb2-88bb8dfcf640","2e106eca-e684-4ac9-ac5b-45709725db28","Амбулаторія загальної практики сімейної медицини №2 КНП БМР ""МЦПМСД №2""","Амбулаторія","+380983144049","doktor.ludmila.bc@gmail.com","КИЇВСЬКА","БІЛОЦЕРКІВСЬКА","3210300000",NULL,"місто","БІЛА ЦЕРКВА","3210300000","КИЇВСЬКА область, місто БІЛА ЦЕРКВА, вулиця Шевченка, 69","01010000004B3B35971B203E406D5512D907E54840","49.789302","30.125421"
"c81f4869-8c82-4336-b769-987b8383c252","2e0c51dc-9c06-445b-a1b0-45780bed9227","Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги № 1"" Солом'янського району м. Києва, амбулаторія загальної практики-сімейної медицини №8","Амбулаторія","+380444976194","knpanbulatoria8@gmail.com","М.КИЇВ","КИЇВ","8000000000",NULL,"місто","КИЇВ","8000000000","М.КИЇВ, місто КИЇВ, вулиця Стражеско, 6а","01010000004D11E0F42E6A3E40CAA99D616A374940","50.432934","30.414779"
"5806dc0e-366e-47c1-9113-4b8c9f34e233","2e0180f2-3b99-4d83-9f35-29b61589782c","ТОВ ""Оксфорд Медікал Захід"" Р","Місце провадження діяльності","+380502450000, +380322450000","oxford.lviv@gmail.com","ЛЬВІВСЬКА","ЛЬВІВСЬКА","4610100000",NULL,"місто","ЛЬВІВ","4610100000","ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Раппапорта, 6","01010000000A9DD7D825EC484016DA39CD02053840","49.844905","24.019574"
"f4bd6e1f-06f4-40df-af1e-6f4eb1224cb9","2df7b198-de71-491e-863b-cfd78b41be45","Амбулаторія загальної практики сімейної медицини №7","Амбулаторія","+380982707178","centr.pmsd@ukr.net","КИЇВСЬКА","БІЛОЦЕРКІВСЬКА","3210300000",NULL,"місто","БІЛА ЦЕРКВА","3210300000","КИЇВСЬКА область, місто БІЛА ЦЕРКВА, вулиця Ярослава Мудрого, 44","0101000000108BBDBCA51F3E40AA0AB20A40E64840","49.7988294","30.1236227"
"f0e9e44f-3c9e-45d2-bdc1-93e2bdef14d0","2dc6af9d-085e-4b42-9077-11da4f94e21f","Амбулаторія №1","Амбулаторія","+380952332303","ksm2603@uk.net","ЗАПОРІЗЬКА","ЗАПОРІЗЬКА","2310100000",NULL,"місто","ЗАПОРІЖЖЯ","2310100000","ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Водограйна, 5","0101000000328683CEB596414040B2CA96F6E34740","47.7809628","35.1774233"
"e2b67cd7-be3d-485f-9228-fd3487197dc0","2db9ba5a-2fd2-4f0e-ae07-f34e5fe1332b","Відділення №307.1","Місце провадження діяльності","+380800330075","csd@csd.com.ua","ВІННИЦЬКА","ВІННИЦЬКА","0510100000",NULL,"місто","ВІННИЦЯ","0510100000","ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Гоголя, 1","0101000000CCB4FD2B2B753C402041F163CC9D4840","49.2328","28.45769"
"1c140afc-ce82-433e-beac-29fabc000446","2db5138a-9276-4c0f-9c13-66406cee642e","КАБІНЕТ СІМЕЙНОГО ЛІКАРЯ","Амбулаторія","+380660587132","nazariuk.whiteroom@gmail.com","ЧЕРНІВЕЦЬКА","ЧЕРНІВЕЦЬКА","7310100000",NULL,"місто","ЧЕРНІВЦІ","7310100000","ЧЕРНІВЕЦЬКА область, місто ЧЕРНІВЦІ, вулиця Героїв Майдану, 226а","01010000009E060C923EED39407BFA08FCE1214840","48.264709","25.926736"
"7688c7f2-9d78-4cf0-b6e3-1c924f77414a","2db40452-7064-4075-b026-e275e7417ad9","Місце надання послуг № 7 (пров. Універсальний, 6)","Місце провадження діяльності","+380567462075","clinic03@ukr.net","ДНІПРОПЕТРОВСЬКА","ДНІПРОВСЬКА","1210100000",NULL,"місто","ДНІПРО","1210100000","ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, провулок Універсальний, 6","0101000000A80018CFA04148409F76F86BB2864140","48.51272","35.05232"
"c2e09e82-e009-4054-98b2-fe87b365fdb2","2dadbb48-d5da-41e3-9376-633f7c2d0a99","місце надання послуг 2","Місце провадження діяльності","+380800202103","KP.HMPC.2022@gmail.com","ХМЕЛЬНИЦЬКА","ХМЕЛЬНИЦЬКА","6810100000",NULL,"місто","ХМЕЛЬНИЦЬКИЙ","6810100000","ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, вулиця Подільська, 54","01010000002659E25C1EFC3A40435DFF0989B64840","49.4260571","26.9848383"
"f4c43fd5-a2fb-4721-b002-e8a8f03f034a","2da55b5e-ea95-4748-a8b0-681f583d9944","Вилківська амбулаторія загальної практики сімейної медицини","Амбулаторія","+380484331370","csmkilia@gmail.com","ОДЕСЬКА","ВИЛКІВСЬКА","5122310300","ІЗМАЇЛЬСЬКИЙ","місто","ВИЛКОВЕ","5122310300","ОДЕСЬКА область, ІЗМАЇЛЬСЬКИЙ район, місто ВИЛКОВЕ, вулиця Захисників України, 66","01010000003E0801F912963D401BB96E4A79B34640","45.402139","29.586227"
"f6b2c8c7-3895-41a9-be95-1c7fa5aee5b9","2d9fe872-aceb-4ec1-9fd0-d8bbdc5c8c12","Миронець Руслана Леонтіївна","Філія (інший відокремлений підрозділ)","+380678352499","myronecr@gmail.com","РІВНЕНСЬКА","КОРЕЦЬКА","5623010100",NULL,"місто","КОРЕЦЬ","5623010100","РІВНЕНСЬКА область, місто КОРЕЦЬ, вулиця Володимирська, 14-а","01010000005FD218ADA3263B408FFB56EBC44F4940","50.623197","27.150935"
"623ca31d-1ce1-4402-99f1-c22ded18ff09","2d9a7fe7-99d8-4a65-a2c7-5810ca37d33a","Тальнівська АЗПСМ","Амбулаторія","+380987388657, +380473131771","cpmsdtalne@gmail.com","ЧЕРКАСЬКА","ТАЛЬНІВСЬКА","7124010100","ЗВЕНИГОРОДСЬКИЙ","місто","ТАЛЬНЕ","7124010100","ЧЕРКАСЬКА область, ЗВЕНИГОРОДСЬКИЙ район, місто ТАЛЬНЕ, вулиця Небесної Сотні, 65а","0101000000DD0720B589AF3E404B06802A6E724840","48.893987","30.685695"
"0200dc74-58f1-4f21-a022-7ac4ff9ae4b4","2d984183-ca19-44dd-aeee-202c1527c2e0","КНП ""КМКЛ № 18"" бульвар Шевченка","Місце провадження діяльності","+380442354056","Kmkl18@ukr.net","М.КИЇВ","КИЇВ","8000000000","ШЕВЧЕНКІВСЬКИЙ","місто","КИЇВ","8000000000","М.КИЇВ, ШЕВЧЕНКІВСЬКИЙ район, місто КИЇВ, бульвар Шевченка, 17","010100000026DF6C73632A3F40868F882991304840","50.443912","30.5087439"
"28e44711-3975-46b0-a799-5ce994f1d41c","2d90018f-a5bf-4f80-acfa-0740176b079e","Амбулаторія загальної практики-сімейної медицини № 11","Амбулаторія","+380414135450","dohovirnovogradkzpmsd@gmail.com","ЖИТОМИРСЬКА","НОВОГРАД-ВОЛИНСЬКА","1811000000","ЗВЯГЕЛЬСЬКИЙ","місто","ЗВЯГЕЛЬ","1811000000","ЖИТОМИРСЬКА область, ЗВЯГЕЛЬСЬКИЙ район, місто ЗВЯГЕЛЬ, вулиця Соборності, 13","0101000000DB858B811A9F3B40B9A64066674B4940","50.589093","27.6214982"
"f6c3e4ba-4253-4929-8dcd-965fbc31cf29","2d88f53d-b9ea-4dd5-9800-9437449861d9","Амбулаторія ЗПСМ №12 м. Кривий Ріг (КНП ""ЦПМСД №4"" КМР)","Амбулаторія","+380965320350","medcentr_4_amb_12@ukr.net","ДНІПРОПЕТРОВСЬКА","КРИВОРІЗЬКА","1211000000",NULL,"місто","КРИВИЙ РІГ","1211000000","ДНІПРОПЕТРОВСЬКА область, місто КРИВИЙ РІГ, вулиця Лісового, 27","0101000000D200DE0209BA4040B6847CD0B3F94740","47.9508","33.4534"
"390f653e-50d5-4559-8b80-c76288a37c34","2d83c7e9-83ac-4cfb-a036-3a5c508ea8a0","ФОП Кар Олександра Олександрівна","Амбулаторія","+380676893643","alexandra.a.kar@gmail.com","ХАРКІВСЬКА","ХАРКІВСЬКА","6310100000",NULL,"місто","ХАРКІВ","6310100000","ХАРКІВСЬКА область, місто ХАРКІВ, шосе Салтівське, 139Б","010100000069B812CB772E4240EA25C632FD024940","50.023352","36.3630308"
"198ab521-0c04-40c8-a5f9-15f96f2d1bd4","2d77872a-d1dd-49e1-aed6-ed2532e8c17f","Амбулаторія ЗПСМ №1 КНП ""ЦПМСД №1"" Голосіївського району міста Києва","Амбулаторія","+380442503049","amb1pmsd1@ukr.net","М.КИЇВ","КИЇВ","8000000000",NULL,"місто","КИЇВ","8000000000","М.КИЇВ, місто КИЇВ, вулиця Героїв Маріуполя, 6","0101000000C59107228B743E40D97A8670CC304940","50.381239","30.455248"
"fe4e9257-2d8c-4240-9c6b-c621668dced9","2ea2ab7b-00a8-4598-8217-af646e69c0f0","Комунальне некомерційне підприємство Миколаївської міської ради «Міська лікарня №4»","Амбулаторія","+380997770991, +380512360290","knp.mmr.ml4@gmail.com","МИКОЛАЇВСЬКА","МИКОЛАЇВСЬКА","4810100000",NULL,"місто","МИКОЛАЇВ","4810100000","МИКОЛАЇВСЬКА область, місто Миколаїв, вулиця Павла Скоропадського, 1","01010000007DCB9C2E8BF93F40868F8829917C4740","46.97318","31.97478"
"4b870948-12aa-4ddc-a6d7-bc532a0524c9","2ea11ccc-9fef-4903-8161-181f9f7bdb28","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРАЇНСЬКИЙ МЕДИЧНИЙ ЦЕНТР СІМЕЙНОГО ЗДОРОВ'Я""","Амбулаторія","+380678809097","ufmc.info@gmail.com","ПОЛТАВСЬКА","КРЕМЕНЧУЦЬКА","5310400000",NULL,"місто","КРЕМЕНЧУК","5310400000","ПОЛТАВСЬКА область, місто Кременчук, квартал 274, 4-А","0101000000B98D06F016B840409947FE60E08D4840","49.10841","33.4382"
"8fdb1613-3c19-491c-bdbb-7a124cb5f8c7","2e959c3e-e087-4c68-91d4-e7eeb19894d0","Лікарська амбулаторія сімейного типу №2 м. Добропілля","Амбулаторія","+380501502092, +380627728064","zapis-amb2@ukr.net","ДОНЕЦЬКА","ДОБРОПІЛЬСЬКА","1411500000",NULL,"місто","ДОБРОПІЛЛЯ","1411500000","ДОНЕЦЬКА область, місто Добропілля, вулиця Першотравнева, 75","010100000018213CDA388A4240977329AE2A3B4840","48.46224","37.07986"
"2956d671-497f-4f73-ae8d-58344ba1c0d6","2e8fc290-4864-4fa1-9ef6-571bc5d68055","АЗПСМ №4 (Нововолинський ЦПМСД)","Місце провадження діяльності","+380334449023","pmsd.cml@nov-rada.gov.ua","ВОЛИНСЬКА","НОВОВОЛИНСЬКА","0710700000",NULL,"місто","НОВОВОЛИНСЬК","0710700000","ВОЛИНСЬКА область, місто НОВОВОЛИНСЬК, проспект Перемоги, 7","01010000002497FF907E2B3840F853E3A59B5C4940","50.7235","24.1699"
"a6d63822-551b-4271-9b39-b1c15f84c0b1","2e8dcf27-5442-4d0e-a76a-4a54afc4a1fe","Диспансерне міжрайонне амбулаторне відділення №4 м.Лозова","Місце провадження діяльності","+380990778700","lozoptd_6@ukr.net","ХАРКІВСЬКА","ЛОЗІВСЬКА","6311000000",NULL,"місто","ЛОЗОВА","6311000000","ХАРКІВСЬКА область, місто Лозова, бульвар Шевченка, 1","010100000033FE7DC68527424097E2AAB2EF6E4840","48.86669","36.30877"
"150df75a-d2d5-45f3-8ffb-85a96d517390","2e7f5605-e9d9-402f-a0d5-802b39e28ea7","Харківська клінічна лікарня на залізничному транспорті №2 Стаціонар1","Місце провадження діяльності","+380930803842, +380577004652","dkb.zalutino@gmail.com","ХАРКІВСЬКА","ХАРКІВСЬКА","6310100000",NULL,"місто","ХАРКІВ","6310100000","ХАРКІВСЬКА область, місто Харків, вулиця Ігоря Муратова, 9","0101000000E7357689EA114240BB44F5D6C0FE4840","49.99026","36.13997"
"a61153e6-d364-4bba-b1a7-c57d97359d77","2e770591-4bb6-4729-b852-a807b3001d7f","Амбулаторія ФОП Шупейко Анастасія Ігорівна","Амбулаторія","+380669669130, +380669669130","stasya.shupeyko@gmail.com","ПОЛТАВСЬКА","ЛУБЕНСЬКА","5310700000",NULL,"місто","ЛУБНИ","5310700000","ПОЛТАВСЬКА область, місто ЛУБНИ, вулиця Прикордонників, 63/35","0101000000343795FBD37E4040F0D5D86F37024940","50.0173168","32.9908442"
"ef7903a7-8797-451b-afdd-062f40ed3abb","2e5a11c8-80a1-4a4e-8ae3-bde67b77694a","Відділення №2  Медичного центру ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІНГАПУРСЬКИЙ МЕДИЧНИЙ ЦЕНТР""","Амбулаторія","+380730320303","singaporemedcentr@gmail.com","М.КИЇВ","КИЇВ","8000000000",NULL,"місто","КИЇВ","8000000000","М.КИЇВ, місто КИЇВ, вулиця Олександра Кониського, 29","01010000001DE56036017E3E40B1FB8EE1B1394940","50.450741","30.492206"
"0db307a8-dad4-4964-be16-d0095c7671f8","2e58a703-6585-46c2-9fee-f2ea62b560cd","Відділення МЦ №11","Амбулаторія","+380963955107","iqlab.analyzes@gmail.com","ДНІПРОПЕТРОВСЬКА","ДНІПРОВСЬКА","1210100000",NULL,"місто","ДНІПРО","1210100000","ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Привокзальна, 4 прим 49","0101000000AB3E575BB1874140DB8AFD65F7344840","48.4138","35.0601"
"eeefe911-74c3-4d16-b687-9511746e1fba","2e481ebe-238a-4b79-ad0a-afd42b94a8ec","Стаціонар на Г.Артемовського","Місце провадження діяльності","+380685584668","lmkl@lmkl.lutsk.ua","ВОЛИНСЬКА","ЛУЦЬКА","0710100000",NULL,"місто","ЛУЦЬК","0710100000","ВОЛИНСЬКА область, місто ЛУЦЬК, вулиця Гулака-Артемовського, 18","01010000000F0BB5A679573940FE43FAEDEB604940","50.7572","25.3417"
"35bc63fb-f6d8-4cc0-96a1-712eee5c4cb6","2e473edc-4525-44d5-8166-d85ed2874aaf","Сімейна амбулаторія №4","Амбулаторія","+380512442333","clinic_4@ukr.net","МИКОЛАЇВСЬКА","МИКОЛАЇВСЬКА","4810100000",NULL,"місто","МИКОЛАЇВ","4810100000","МИКОЛАЇВСЬКА область, місто МИКОЛАЇВ, вулиця Театральна, 37 А","01010000005D86FF7403054040B360E28FA2784740","46.942461","32.039168"
"12745abc-f2ec-48b3-af6b-c3c78068b122","2e3d28bf-ad81-409a-98e5-e284aefc75e8","""МЕДИКО-КОНСУЛЬТАЦІЙНИЙ ЦЕНТР ""HEALTH WAY""","Амбулаторія","+380981668811","vvelllag@gmail.com","ПОЛТАВСЬКА","ПОЛТАВСЬКА","5310100000",NULL,"місто","ПОЛТАВА","5310100000","ПОЛТАВСЬКА область, місто Полтава, площа Павленківська, 3Д","0101000000C6A2E9EC6444414077F35487DCCC4840","49.60048","34.53433"
"2928f971-3332-4184-8d23-0a59d18557b7","2e297d12-64af-4bd4-be78-b6e72c5e6641","КП ""ЦПМСД №1 ПМР"" Амбулаторія ЗПСМ №8","Амбулаторія","+380500195183","cpmsd1.azpsm8@ukr.net","ПОЛТАВСЬКА","ПОЛТАВСЬКА","5310100000",NULL,"місто","ПОЛТАВА","5310100000","ПОЛТАВСЬКА область, місто ПОЛТАВА, вулиця Решетилівська, 28","0101000000CDFEE5FFFA4141403B843B61D3CC4840","49.6002008","34.5154724"
"1fb92006-084f-4030-b906-37258dbd1c3e","2e295aac-8eb4-4a16-b1dd-fed472a2d7ea","Комунальне підприємство ""Полтавська обласна клінічна лікарня ім. М.В. Скліфосовського ПОР"" відділення гемодіалізу №2 центру нефрології та діалізу","Місце провадження діяльності","+380536700980","vgd2pokl@gmail.com","ПОЛТАВСЬКА","КРЕМЕНЧУЦЬКА","5310400000",NULL,"місто","КРЕМЕНЧУК","5310400000","ПОЛТАВСЬКА область, місто КРЕМЕНЧУК, вулиця І. Сердюка, 23/1","0101000000F19D98F562B4404038A1100187884840","49.06662","33.40927"
"aa2950d9-714d-4aa6-88a0-78a6b4f96cca","2e230fcf-2698-47d2-8707-a7f0171ca38b","Амбулаторія загальної практики-сімейної медицини м.Зборів","Амбулаторія","+380985905850","zboriv_azpsm@ukr.net","ТЕРНОПІЛЬСЬКА","ЗБОРІВСЬКА","6122610100",NULL,"місто","ЗБОРІВ","6122610100","ТЕРНОПІЛЬСЬКА область, місто ЗБОРІВ, вулиця Козацька, 49","0101000000723F96F4E62239400C00FA2246D54840","49.6662029","25.1363366"
"42896279-6ea2-4715-bbe9-443982bf73c4","2e213afe-102c-4480-b5ab-51a5d758efd3","База Гавриленко","Місце провадження діяльності","+380567209700","dokod1933@gmail.com","ДНІПРОПЕТРОВСЬКА","ДНІПРОВСЬКА","1210100000",NULL,"місто","ДНІПРО","1210100000","ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Ребініна лікаря, 1","010100000067614F3BFC814140D52137C30D384840","48.43792","35.01551"
"d50e188b-28fb-41ef-8fec-38d1ce38abbe","2f5ef780-624b-4a68-897a-f00f08852050","Амбулаторія загальної практики – сімейної медицини № 6","Амбулаторія","+380671731221, +380629588306","cpmsd5-amb8@ukr.net","ДОНЕЦЬКА","МАРІУПОЛЬСЬКА","1412300000",NULL,"місто","МАРІУПОЛЬ","1412300000","ДОНЕЦЬКА область, місто МАРІУПОЛЬ, вулиця 9 Травня, 8","0101000000016C4084B8D642408CDB68006F8F4740","47.120575","37.677506"
"3a3c46e8-fb96-482a-a83e-a17129d14596","2f597543-9b70-4a7a-bff5-d127d573ac40","КНП ММР ""Міська лікарня швидкої медичної допомоги""","Місце провадження діяльності","+380505169061, +380512368285","mlsmd2020@gmail.com","МИКОЛАЇВСЬКА","МИКОЛАЇВСЬКА","4810100000",NULL,"місто","МИКОЛАЇВ","4810100000","МИКОЛАЇВСЬКА область, місто МИКОЛАЇВ, вулиця Корабелів, 14 / в","0101000000EAB298D87CFC3F40B41F2922C37A4740","46.95908","31.98628"
"353e2fb2-ee9d-46df-ab2d-0f888f4e9962","2f55c7dd-1973-4dba-8605-87dee026c95c","КНП КМР ""ЦПМСД №3"" Дніпропетровська обл., м.Кам'янське, вул. Вадима Пузирьова, буд. 21","Місце провадження діяльності","+380676108964","dndz_centr22@ukr.net","ДНІПРОПЕТРОВСЬКА","КАМ’ЯНСЬКА","1210400000",NULL,"місто","КАМ'ЯНСЬКЕ","1210400000","ДНІПРОПЕТРОВСЬКА область, місто КАМ'ЯНСЬКЕ, вулиця Вадима Пузирьова, 21","010100000091ED7C3F35564140EA95B20C713C4840","48.4722","34.6735"
"0864a077-bbd1-49ab-b8a5-75b76cc7b98b","2f3a1b41-cb9b-4fc5-a844-20ce2357d688","Кабінет ФОП Максименко","Амбулаторія","+380505456293","maksimenko.lvan.25@gmail.com","ВІННИЦЬКА","ХМІЛЬНИЦЬКА","0510900000",NULL,"місто","ХМІЛЬНИК","0510900000","ВІННИЦЬКА область, місто ХМІЛЬНИК, вулиця Слобідська, 12","01010000002FDD240681F53B40D7A3703D0AC74840","49.555","27.959"
"83959a0a-15c5-44a6-9150-9aaf642636cd","2f3473a3-52df-4f80-b48d-48561e4837b7","ТОВ ""КЛІНІКА СІМЕЙНОЇ МЕДИЦИНИ ""БІХЕЛСІ"" СМД","Місце провадження діяльності","+380800337414","fmcbehealthy@gmail.com","ВОЛИНСЬКА","ЛУЦЬКА","0710100000",NULL,"місто","ЛУЦЬК","0710100000","ВОЛИНСЬКА область, місто ЛУЦЬК, вулиця Свободи, 25","0101000000C7293A92CB5F39408F537424975F4940","50.7468","25.3742"
