"legal_entity_id","legal_entity_name","legal_entity_edrpou","care_type","property_type","legal_entity_email","legal_entity_website","legal_entity_phone","legal_entity_owner_name","registration_area","registration_settlement","registration_address","lat","lng"
"31803f7f-3ea3-473d-9005-d7745e9be3f2","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ПОЛІСЬКОЇ СЕЛИЩНОЇ РАДИ ""ПОЛІСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ""","01994178","Спеціалізована","Комунальна","elena_092017@ukr.net","","+380459251538","Котляр Олена Олександрівна","КИЇВСЬКА","КРАСЯТИЧІ(З)","Україна, 07053, Київська обл., Вишгородський р-н, селище міського типу Красятичі(з), вул.Воздвиженська, будинок 7","51.0778799","29.6399163"
"7ee24279-3395-4ea4-9676-1662158a41af","МИСНИК ЛЮДМИЛА ІЛЛІВНА","ФОП","Первинна","ФОП","oleksandrbandura83@gmail.com","","+380963057117","Мисник Людмила Іллівна","ЛЬВІВСЬКА","ЗОЛОЧІВ","Україна, 80700, Львівська обл., Золочівський р-н, місто Золочів, ВУЛИЦЯ КРИВОНОСА, будинок 7, квартира 2","49.806423","24.9049238"
"982bcefd-009e-4a3f-9da8-2e9c5710fded","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МАРІУПОЛЬСЬКОЇ МІСЬКОЇ РАДИ ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №3 М.МАРІУПОЛЯ""","37885283","Первинна","Комунальна","centr3.mariupol@ukr.net","","+380629334108","Лазаренко Олександр Васильович","ДОНЕЦЬКА","МАРІУПОЛЬ","Україна, 87555, Донецька обл., місто Маріуполь, ПРОСПЕКТ МИРУ, будинок 80","47.097052","37.5362248"
"6c62df6b-2d5f-457f-8edd-0c961c63d485","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СЕЛЯТИНСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ"" СЕЛЯТИНСЬКОЇ ГРОМАДИ","43043498","Первинна","Комунальна","selatinamb@gmail.com","","+380683476500","Муринюк Ярема Іванович","ЧЕРНІВЕЦЬКА","СЕЛЯТИН","Україна, 59131, Чернівецька обл., Вижницький р-н, село Селятин, вул.Шкільна, будинок 3А","47.8757993","25.1900458"
"29b48674-b75b-4716-a06f-a84b54cc1118","ПРИВАТНЕ ПІДПРИЄМСТВО ""МІЛАМЕД""","33761466","Спеціалізована","Приватна (без ФОП)","milamed@ukr.net","http://milamed.com.ua","+380675558077","Четвертак Людмила Сабірівна","ХМЕЛЬНИЦЬКА","ХМЕЛЬНИЦЬКИЙ","Україна, 29019, Хмельницька обл., Хмельницький р-н, місто Хмельницький, вул.Нижня  Берегова, будинок 2/2-Б, квартира 5","49.4246749","26.9815593"
"aa2d0ad8-0d14-4b39-8835-1980819cbe89","СОБЧУК СВЯТОСЛАВ ІВАНОВИЧ","ФОП","Первинна","ФОП","sobchuk38@gmail.com","","+380680151991","Собчук Святослав Іванович","ЗАКАРПАТСЬКА","КАЛИНИ","Україна, 90532, Закарпатська обл., Тячівський р-н, село Калини, ВУЛИЦЯ ДЖОНА ЛЕННОНА, будинок 198","48.1408543","23.8747842"
"1299e5d0-2526-4997-9754-c1985ae14f55","Хавтура Тетяна Михайлівна","ФОП","Первинна","ФОП","fop.doctor.khavtura@gmail.com","","+380979497587","Хавтура Тетяна Михайлівна","РІВНЕНСЬКА","БЕРЕЗНЕ","Україна, 34600, Рівненська обл., Рівненський р-н, місто Березне, вул.Городищенська, будинок 13","51.0041407","26.7546859"
"5a401315-0f51-4a78-844b-11154176525a","Комунальне некомерційне підприємство ""Глибоцька багатопрофільна лікарня"" Глибоцької селищної ради","02005705","Спеціалізована","Комунальна","crlglb2024@gmail.com","","+380373424147","Шкробанець Іван Васильович","ЧЕРНІВЕЦЬКА","ГЛИБОКА(З)","Україна, 60400, Чернівецька обл., Чернівецький р-н, селище міського типу Глибока(з), вул.Шевченка Т., будинок 14","48.0931021","25.9224603"
"35ede609-1bb5-41db-9368-b7d3117d0fa4","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ БЕРДИЧІВСЬКОГО РАЙОНУ"" ГРИШКОВЕЦЬКОЇ СЕЛИЩНОЇ, РАЙГОРОДОЦЬКОЇ, СЕМЕНІВСЬКОЇ ТА ШВАЙКІВСЬКОЇ СІЛЬСЬКИХ РАД","01991599","Спеціалізована","Комунальна","berdychivcrl@gmail.com","","+380414340321","Добровольський Віталій Вікторович","ЖИТОМИРСЬКА","ОЗАДІВКА","Україна, 13360, Житомирська обл., Бердичівський р-н, село Озадівка, ВУЛИЦЯ ЦЕНТРАЛЬНА , будинок 5","49.9092613","28.5865967"
"b7871271-601f-416b-834f-8111970d35c1","Комунальне некомерційне підприємство ""Бериславська центральна районна лікарня"" Бериславської міської ради","02003913","Спеціалізована","Комунальна","bmed@ukr.net","","+380554675885, +380554675885","Кардава Север'ян Север'янович","ХЕРСОНСЬКА","БЕРИСЛАВ","Україна, 74303, Херсонська обл., Бериславський р-н, місто Берислав, ВУЛИЦЯ 1 ТРАВНЯ, будинок 124","46.8423606","33.4358573"
"380f01e1-69e0-4037-9bd9-c79634930043","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","37899872","Первинна","Комунальна","terzimarina270369@gmail.com","","+380668849633","Терзі Марина Ільясівна","ДНІПРОПЕТРОВСЬКА","ДНІПРО","Україна, 49000, Дніпропетровська обл., місто Дніпро, вул.Антоновича Володимира, будинок 29","48.4739738","35.0331302"
"0d6a95de-f2fc-475d-b9d9-ae35ab05df4c","ГАВРИЛЮК АНГЕЛІНА СЕРГІЇВНА","ФОП","Первинна","ФОП","gg.aa.ss@ukr.net","","+380967744674","Гаврилюк Ангеліна Сергіївна","ВОЛИНСЬКА","ДУБЕЧНЕ","Україна, 44412, Волинська обл., Ковельський р-н, село Дубечне, вул.Максимука П., будинок 1","51.4386331","24.4383239"
"6a9439c1-41a2-4162-9ed4-6f8f7596f616","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА СТУДЕНТСЬКА ЛІКАРНЯ"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ","02003646","Спеціалізована","Комунальна","studhosp@ukr.net","http://studhosp.city.kharkov.ua","+380577061510","БАКУМЕНКО МАРИНА ГРИГОРІВНА","ХАРКІВСЬКА","ХАРКІВ","Україна, 61002, Харківська обл., місто Харків, ВУЛИЦЯ ДАРВІНА, будинок 8/10","49.9980165","36.2425804"
"41b3c678-4296-4880-adbb-f50eb10657d0","Комунальне підприємство ""Медичне об'єднання Луцької міської територіальної громади""","01982985","Первинна","Комунальна","dlp1@ukr.net","","+380332251201","Духневич Лариса Петрівна","ВОЛИНСЬКА","ЛУЦЬК","Україна, 43024, Волинська обл., місто Луцьк, ПРОСПЕКТ ВІДРОДЖЕННЯ, будинок 13","50.7572053","25.3758238"
"d1d33f24-8f01-4f22-a368-a051aebffb2f","ЗАРЕМБА-ФЕДЧИШИН ОЛЕНА ВІТАЛІЇВНА","ФОП","Первинна","ФОП","zarembalena@ukr.net","www.tdcf.lviv.ua","+380322600343","Заремба-Федчишин Олена Віталіївна","ЛЬВІВСЬКА","ЛЬВІВ","Україна, 79014, Львівська обл., місто Львів, ВУЛИЦЯ КРУП'ЯРСЬКА, будинок 12, квартира 17","49.8394189","24.056981"
"59168079-af2b-415e-b478-95e297383aef","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ДИТЯЧА КЛІНІЧНА ЛІКАРНЯ №19"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ","26150984","Спеціалізована","Комунальна","gdkb19@ukr.net","","+380577250350","Ковалівська Світлана Олексіївна","ХАРКІВСЬКА","ХАРКІВ","Україна, 61052, Харківська обл., місто Харків, ВУЛИЦЯ ВЕЛИКА ПАНАСІВСЬКА, будинок 19","49.994194","36.212562"
"494b9b39-7ae3-42ee-8545-5d88f3a12b74","СУЗДАЛЄВА ЛЮБОВ ВАСИЛІВНА","ФОП","Первинна","ФОП","leto809@i.ua","","+380975793394","Суздалєва Любов Василівна","ЗАПОРІЗЬКА","ЗАПОРІЖЖЯ","Україна, 69106, Запорізька обл., місто Запоріжжя, ВУЛИЦЯ ГЛАЗУНОВА, будинок 4, квартира 31","47.8872414","35.1681348"
"3e73c70e-fff9-47b6-846b-01f5b9867ce5","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М. СТРИЯ""","42224043","Первинна","Комунальна","stryicentr@ukr.net","","+380324570101","Салдан Іванна Миколаївна","ЛЬВІВСЬКА","СТРИЙ","Україна, 82400, Львівська обл., місто Стрий, ВУЛИЦЯ ОХРИМОВИЧА, будинок 6","49.2548641","23.8453833"
"ec68b773-aff1-4f80-ac2f-efdd570a9ae6","ПРИВАТНЕ ПІДПРИЄМСТВО ""ЗАБОЛОТІВЄВРОМЕД-СІММИР""","36132809","Первинна","Приватна (без ФОП)","simmur@ukr.net","","+380679881952","Мироняк Ольга Миколаївна","ІВАНО-ФРАНКІВСЬКА","ЗАБОЛОТІВ","Україна, 78315, Івано-Франківська обл., Снятинський р-н, селище міського типу Заболотів, ВУЛ. Б. ХМЕЛЬНИЦЬКОГО, будинок 12, квартира 4","48.4709758","25.2866412"
"6a61d1f8-9d21-4617-8955-3001f6480acc","СТРЕЖАК  МАРИНА  ВАСИЛІВНА","ФОП","Первинна","ФОП","white-room@ukr.net","","+380951020700","Стрежак Марина Василівна","ЧЕРНІВЕЦЬКА","ЧЕРНІВЦІ(З)","Україна, 58025, Чернівецька обл., місто Чернівці(з), пров.Ярослава Мудрого 1, будинок 22 а ","48.2789854","25.9451854"
"b4136af2-1cab-484b-a766-71d102a18376","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА СТОМАТОЛОГІЧНА ПОЛІКЛІНІКА КІРОВОГРАДСЬКОЇ ОБЛАСНОЇ РАДИ""","01994913","Спеціалізована","Комунальна","osp-kir@meta.ua","","+380667103481, +380522321643","Мар'єва Олена Іванівна","КІРОВОГРАДСЬКА","КРОПИВНИЦЬКИЙ","Україна, 25015, Кіровоградська обл., місто Кропивницький, ВУЛИЦЯ АРСЕНІЯ ТАРКОВСЬКОГО, будинок 7","48.514249","32.276897"
"be90a87b-817c-42a2-9e18-bb7cfdd8be80","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТРЕТІЙ ЧЕРКАСЬКИЙ МІСЬКИЙ  ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""","38469857","Спеціалізована","Комунальна","pregist2@ukr.net","","+380472316667","Шевченко Анатолій Миколайович","ЧЕРКАСЬКА","ЧЕРКАСИ","Україна, 18028, Черкаська обл., місто Черкаси, ВУЛИЦЯ САМІЙЛА КІШКИ, будинок 210","49.409931","32.049626"
"55a3a1ba-acae-4a67-9a8b-5782e29798a0","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТАЇРОВСЬКОЇ СЕЛИЩНОЇ РАДИ ""ТАЇРОВСЬКИЙ КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР""","43060644","Первинна","Комунальна","0962355772kd@gmail.com","","+380487701730","Попов Юрій Дмитрович","ОДЕСЬКА","ЛИМАНКА","Україна, 65125, Одеська обл., Одеський р-н, село Лиманка, ""Радужний"" масив ж/масиву ""Ульянівка""(пн), будинок 21","46.3855447","30.6773451"
"124b6df0-665a-4694-a325-ccacb378b7f6","МЕЛЬНИЧУК ХРИСТИНА СЕРГІЇВНА","ФОП","Первинна","ФОП","medicalpractic@gmail.com","","+380985767265","Мельничук Христина Сергіївна","ІВАНО-ФРАНКІВСЬКА","КОЛОМИЯ(З)","Україна, 78203, Івано-Франківська обл., місто Коломия(з), вул.Міцкевича Адама, будинок 30","48.5683701","25.0636758"
"afec8424-8b37-4e97-8f17-6ba2346ee534","Опалько Анатолій  Костянтинович","ФОП","Первинна","ФОП","topalko@ukr.net","","+380982280083","Опалько Анатолій Костянтинович","ТЕРНОПІЛЬСЬКА","ВЕЛИКІ МЛИНІВЦІ","Україна, 47003, Тернопільська обл., Кременецький р-н, село Великі Млинівці, вул.Спортивна, будинок 53А","50.1181662","25.6886777"
"b475dc84-d41d-45b0-90da-c7365a00504e","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТАТАРБУНАРСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТАТАРБУНАРСЬКОЇ МІСЬКОЇ РАДИ","38534606","Первинна","Комунальна","tatarbunaricentr@ukr.net","","+380962601962","Стогній Світлана Віталіївна","ОДЕСЬКА","ТАТАРБУНАРИ","Україна, 68100, Одеська обл., Білгород-Дністровський р-н, місто Татарбунари, вул.Гульченка Романа, будинок 16","45.8391132","29.6145761"
"c25e4a4d-b4bf-4874-a06a-b1cba87ca882","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ПОЛТАВСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ ПРОТИТУБЕРКУЛЬОЗНИЙ ДИСПАНСЕР ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""","01999709","Спеціалізована","Комунальна","potd@ukr.net","poktd.pl.ua","+380504040229, +380532680309","Печериця Володимир Георгійович","ПОЛТАВСЬКА","СУПРУНІВКА","Україна, 36040, Полтавська обл., Полтавський р-н, село Супрунівка, ВУЛИЦЯ КИЇВСЬКЕ ШОСЕ, будинок 1-В","49.5643456","34.4825617"
"4dabbba1-01ef-4dcc-ba85-47098cee0391","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""УСТИНІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" УСТИНІВСЬКОЇ СЕЛИЩНОЇ РАДИ","42126735","Первинна","Комунальна","cpmsd_ustynivka@ukr.net","","+380978368860","Саприкіна Любов Іванівна","КІРОВОГРАДСЬКА","УСТИНІВКА(З)","Україна, 28600, Кіровоградська обл., Кропивницький р-н, селище міського типу Устинівка(з), вул.Ювілейна, будинок 15","47.9618782","32.5369935"
"70d23b0f-67e1-456e-a4b8-5e358ea38004","КОЛЕСНІК  ВІКТОРІЯ СЕМЕНІВНА","ФОП","Первинна","ФОП","directorkvs69@gmail.com","","+380676033491","Колеснік Вікторія Семенівна","ДНІПРОПЕТРОВСЬКА","КРИВИЙ РІГ","Україна, 50074, Дніпропетровська обл., місто Кривий Ріг, вул.Бизова Володимира, будинок 11, квартира 36","47.9038093","33.3789912"
"9fbe0f09-e278-4d2b-ad9f-a9165e06767e","БАЛАШЕНКО ГАННА ІВАНІВНА","ФОП","Первинна","ФОП","anja.b@i.ua","","+380963597219","Балашенко Ганна Іванівна","ДНІПРОПЕТРОВСЬКА","КРИВИЙ РІГ","Україна, 50029, Дніпропетровська обл., місто Кривий Ріг, вул.Святоандріївська, будинок 56, квартира 35","48.0078872","33.4591215"
"93c2e99b-1814-48e2-9a16-5e3ba90077c2","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БОМЕД""","41521487","Спеціалізована","Приватна (без ФОП)","bomedmedcentr@gmail.com","","+380980103103","Палагнюк Борис Леонідович","ХМЕЛЬНИЦЬКА","ХМЕЛЬНИЦЬКИЙ","Україна, 29015, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ЗАРІЧАНСЬКА, будинок 11-Е","49.4347737","26.9900035"
"2b8aa960-f9e7-4865-a902-6ea00bb262aa","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ХЕЛСІ ЕНД ХЕПІ""","35725498","Первинна","Приватна (без ФОП)","info@hh.com.ua","","+380445010203","Красій Володимир Володимирович","М.КИЇВ","КИЇВ","Україна, 01033, місто Київ, ВУЛИЦЯ САКСАГАНСЬКОГО, будинок 39-А","50.4357098","30.5120042"
"a68c74d7-4320-4d04-ab48-27802f1228f5","КИРІЙ ДАР'Я ЮРІЇВНА","ФОП","Первинна","ФОП","likarkiriy@ukr.net","","+380971677171","Кирій Дар'я Юріївна","ДНІПРОПЕТРОВСЬКА","КРИВИЙ РІГ","Україна, 50025, Дніпропетровська обл., місто Кривий Ріг, вул.Ушакова, будинок 4","47.9025527","33.3614404"
"4d171723-19d0-4c04-9fd1-455171d871b6","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ""МЕДИЧНИЙ ПРОСТІР"" ГОРОДОЦЬКОЇ СІЛЬСЬКОЇ РАДИ РІВНЕНСЬКОГО РАЙОНУ РІВНЕНСЬКОЇ ОБЛАСТІ","38492302","Первинна","Комунальна","pmsdrrc@ukr.net","","+380362620334","Ханенко Валентин Леонідович","РІВНЕНСЬКА","ГОРОДОК","Україна, 35331, Рівненська обл., Рівненський р-н, село Городок, вул.Лікарняна, будинок 8","50.6203629","26.2281257"
"2b4dbdf5-56b3-4d33-b00c-128f386a4b54","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА СТУДЕНТСЬКА ЛІКАРНЯ"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ","02003646","Первинна","Комунальна","studhosp@ukr.net","http://studhosp.city.kharkov.ua","+380577061510","БАКУМЕНКО МАРИНА ГРИГОРІВНА","ХАРКІВСЬКА","ХАРКІВ","Україна, 61002, Харківська обл., місто Харків, ВУЛИЦЯ ДАРВІНА, будинок 8/10","49.9980165","36.2425804"
"3e749f45-2133-4fa3-a16f-d5426027ea19","СОКУР ОЛЬГА ОЛЕКСАНДРІВНА","ФОП","Первинна","ФОП","ksl.brovary@ukr.net","","+380673217969","Сокур Ольга Олександрівна","КИЇВСЬКА","БРОВАРИ","Україна, 07400, Київська обл., місто Бровари, ВУЛИЦЯ ОБОЛОНСЬКА, будинок 30 А","50.5072258","30.7738209"
"f4bb58bb-6978-47fa-baeb-11adb4daa6cf","МЕЛЬНИК КАТЕРИНА ОЛЕКСАНДРІВНА","ФОП","Первинна","ФОП","kasyamelnik@gmail.com","","+380677372528, +380677372528","Мельник Катерина Олександрівна","КИЇВСЬКА","ВИШНЕВЕ","Україна, 08133, Київська обл., Бучанський р-н, місто Вишневе, вул.Молодіжна, будинок 12, квартира 33","50.3838287","30.3799417"
"7b67d147-891c-4f3d-ae17-8c79aa14664b","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БЕБІ""","31953897","Первинна","Приватна (без ФОП)","babycenter.kiev@gmail.com","","+380975924334","Роговий Олександр Юхимович","М.КИЇВ","КИЇВ","Україна, 02002, місто Київ, ""ДВРЗ"" садове товариство (Дніпровський р-н), вул.Садова 4, будинок 30","50.4358612","30.6317195"
"5f7752e2-3409-4503-9ac4-a7bcfe800998","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА № 16"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ","31939013","Первинна","Комунальна","detpol16@ukr.net","http://16detpol.city.kharkov.ua","+380577251310","Божко Тетяна Миколаївна","ХАРКІВСЬКА","ХАРКІВ","Україна, 61075, Харківська обл., місто Харків, ВУЛИЦЯ ЛУЇ ПАСТЕРА, будинок 2","49.935516","36.36063"
"43687a86-4afd-4173-81dd-ac6d043cf100","ЛЕЩЕНКО СЕРГІЙ ВІКТОРОВИЧ","ФОП","Первинна","ФОП","kriwbass777@gmail.com","","+380978543642","Лещенко Сергій Вікторович","ДНІПРОПЕТРОВСЬКА","КРИВИЙ РІГ","Україна, 50102, Дніпропетровська обл., місто Кривий Ріг, вул.Гірників, будинок 8, квартира 77","47.6811784","33.1713669"
"b06c0921-4f73-450f-ad73-47e80967b010","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ТЯЧІВСЬКОЇ МІСЬКОЇ РАДИ ЗАКАРПАТСЬКОЇ ОБЛАСТІ""","42176435","Первинна","Комунальна","cpmsd@tyachiv-city.gov.ua","","+380964629733","Попович Зузанна Володимирівна","ЗАКАРПАТСЬКА","ТЯЧІВ","Україна, 90500, Закарпатська обл., Тячівський р-н, місто Тячів, ВУЛИЦЯ ШЕВЧЕНКА, будинок 2","48.0163225","23.5643914"
"4051b133-89d6-42d6-8f96-e524d33951f4","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БАГАТОПРОФІЛЬНИЙ САНАТОРІЙ ""САРТУС""","24767255","Спеціалізована","Приватна (без ФОП)","sartushelsi@gmail.com","","+380487373439","Рожков Вячеслав Станіславович","ОДЕСЬКА","ОДЕСА","Україна, 65067, Одеська обл., місто Одеса, ФРАНЦУЗЬКИЙ БУЛЬВАР, будинок 60","46.4364111","30.7654127"
"89527a05-3df1-4696-b56f-bf5baed757f7","АНДРУСОВИЧ ІННА ВОЛОДИМИРІВНА","ФОП","Первинна","ФОП","admin@homeclinic.com.ua","homeclinic.com.ua","+380502210303","Андрусович Інна Володимирівна","ХАРКІВСЬКА","ХАРКІВ","Україна, 61174, Харківська обл., місто Харків, ПРОСПЕКТ ПЕРЕМОГИ, будинок 53Б, квартира 166","50.0476484","36.2127782"
"97670e23-9efb-42b3-b40a-a6c73d81e11b","Комунальне некомерційне підприємство ""Хорольська міська лікарня"" Хорольської міської ради Лубенського району Полтавської області","01999514","Первинна","Комунальна","khorolcrlknp@gmail.com","","+380501767104","Виноград Михайло Васильович","ПОЛТАВСЬКА","ХОРОЛ","Україна, 37800, Полтавська обл., Хорольський р-н, місто Хорол, ВУЛИЦЯ МИХАЙЛА ПОЛОНСЬКОГО, будинок 11/1","49.7797226","33.2707483"
"f56a60f9-f337-4279-8724-a009e5f72d36","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА № 16"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ","31939013","Спеціалізована","Комунальна","detpol16@ukr.net","http://16detpol.city.kharkov.ua","+380577251310","Божко Тетяна Миколаївна","ХАРКІВСЬКА","ХАРКІВ","Україна, 61075, Харківська обл., місто Харків, ВУЛИЦЯ ЛУЇ ПАСТЕРА, будинок 2","49.935516","36.36063"
"8375855d-2a09-40d1-856c-e2f8798d9c78","Комунальне некомерційне підприємство ""Чорноморський центр первинної медико-санітарної допомоги"" Чорноморської селищної ради Одеського району Одеської області","44279326","Первинна","Комунальна","cpmsd_chorn@ukr.net","","+380979753618","Каташінська Ірина Валеріївна","ОДЕСЬКА","ЧОРНОМОРСЬКЕ(З)","Україна, 67570, Одеська обл., Одеський р-н, селище міського типу Чорноморське(з), вул.Гвардійська, будинок 86","46.5853866","30.9451716"
"a39c3b56-91d0-438d-8844-180202269694","ДМИТРУК МАР'ЯНА ЯРОСЛАВІВНА","ФОП","Первинна","ФОП","well.u.centrum@gmail.com","","+380687497085","Дмитрук Мар'яна Ярославівна","ВОЛИНСЬКА","ЛУЦЬК","Україна, 43021, Волинська обл., місто Луцьк, ВУЛИЦЯ АРЦЕУЛОВА, будинок 16, квартира 56","50.7596906","25.3434652"
"bcac743a-0e6d-41e1-9f10-33c205c22865","ПОДКОЛЗІНА ОЛЬГА ФРІДРІХІВНА","ФОП","Первинна","ФОП","likarporuch@gmail.com","https://likarporuch.wixsite.com","+380982427076","Подколзіна Ольга Фрідріхівна","М.КИЇВ","КИЇВ","Україна, 03049, місто Київ, вул.Тополева, будинок 3, квартира 23","50.5072003","30.2337552"
"af436eea-2e59-4e6c-a491-47ec6300e0a7","Новотарський Сергій Володимирович","ФОП","Первинна","ФОП","novotarskiys2020@gmail.com","194.213.121.46","+380665875782","Новотарський Сергій Володимирович","СУМСЬКА","ЛЕБЕДИН(З)","Україна, 42200, Сумська обл., місто Лебедин(з), вул.Гастелло, будинок 75, квартира 23","50.5806258","34.4778308"
"d72736dc-26dd-470c-8c1e-aa2010aa170d","ЛЕНДЄЛ ВАСИЛЬ МИХАЙЛОВИЧ","ФОП","Первинна","ФОП","doktorlendel@ukr.net","","+380509257461","Лендєл Василь Михайлович","ЗАКАРПАТСЬКА","ВИНОГРАДІВ","Україна, 90300, Закарпатська обл., Берегівський р-н, місто Виноградів, вул.Онуфрія, будинок 8","48.1398655","23.0192014"
"fc251c8c-e7c8-46d8-af93-c9fc1f7a60c7","Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги"" Садівської сільської ради Сумського району Сумської області","44082564","Первинна","Комунальна","scpmsd2021@ukr.net","","+380955956415","Сєрова Ірина Миколаївна","СУМСЬКА","САД","Україна, 42343, Сумська обл., Сумський р-н, село Сад, вул.Паркова, будинок 2А","50.8845175","34.7264038"
"aef302dd-422c-4aa9-8283-013a12f86654","ПЕНЬКАЧ ВІКТОР СЕРГІЙОВИЧ","ФОП","Первинна","ФОП","cezar.akkel@gmail.com","","+380973940542","Пенькач Віктор Сергійович","ДНІПРОПЕТРОВСЬКА","ПОКРОВ","Україна, 53304, Дніпропетровська обл., Нікопольський р-н, місто Покров, вул.Залужного, будинок 19, квартира 6","47.9376032","33.4270366"
"467a67e7-8ffa-458b-ae54-582fea8b0087","ХАРКІВСЬКИЙ НАЦІОНАЛЬНИЙ  МЕДИЧНИЙ УНІВЕРСИТЕТ","01896866","Спеціалізована","Державна","meduniver@knmu.edu.ua","meduniver.knmu.edu.ua","+380577050711","Капустник Валерій Андрійович","ХАРКІВСЬКА","ХАРКІВ","Україна, 61022, Харківська обл., місто Харків, ПРОСПЕКТ НАУКИ, будинок 4","50.0093251","36.2292704"
"93ae3d7c-1c12-4954-a25c-780865a31178","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВЕЛИМЧЕНСЬКОЇ СІЛЬСЬКОЇ РАДИ","42268651","Первинна","Комунальна","velumchepmsd@ukr.net","","+380673492407, +380989530706","Жук Софія Михайлівна","ВОЛИНСЬКА","ВЕЛИМЧЕ","Україна, 44164, Волинська обл., Ковельський р-н, село Велимче, вул.Центральна, будинок 68","51.5805044","24.7411718"
